Order ID,Order Date,Day,Country,City,Lat,Lng,Full Name,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Total Cost,Status,Gender
16053,15/07/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Fatnh Eisaf,Gaming Console,Microsoft Xbox,Xbox Series S,I811,4,299,74.2716,49.5144,True,Male
16054,15/07/2023,Tue,Syria,aleppo,36.2021,37.1343,Shahad Albazara,Smart Speaker,Apple HomePod,Apple HomePod mini,J408,6,99,113.3154,97.9506,True,Female
16055,15/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Alqadah,Headphones,JBL Live,JBL Live 650BTNC,B715,2,149,104.7321,45.7281,True,Female
16056,15/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Duhana Alqadi,Digital Camera,Fujifilm X Series,Fujifilm X-T4,Q069,4,1699,149.8518,16.6502,True,Male
16057,15/07/2023,Sat,USA,las vegas,36.1699,-115.1398,Ranya Qareush,Smart Speaker,Amazon Echo,Echo Show 8,F792,7,129,316.953,10.449,True,Female
16058,15/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Rahaf Alyusif,Fitness Tracker,Amazfit GTR,Amazfit GTR 2e,X856,5,99,95.0796,84.4074,False,Female
16059,15/07/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Rami Alnisrin,Laptop,ASUS ROG,ASUS ROG Flow Z13,J768,5,2499,1264.494,413.8344,True,Male
16060,15/07/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ahed Tyru,Laptop,Lenovo Legion,Lenovo Legion 5,L562,4,1099,824.25,43.96,True,Female
16061,16/07/2023,Mon,Egypt,cairo,30.0444,31.2357,Husam Abil,Digital Camera,Fujifilm X Series,Fujifilm X100V,L106,4,1399,117.0963,429.3531,False,Female
16062,16/07/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Rabye' Jadid,Smartphone,Samsung Galaxy,Galaxy A72,X173,5,499,350.797,137.4745,False,Male
16063,16/07/2023,Wed,USA,new york,40.7498,-73.9814,Omar Shrbjy,Digital Camera,Fujifilm X Series,Fujifilm X100V,B966,3,1399,1130.9516,920.542,True,Female
16064,16/07/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Nuna,VR Headset,Valve Index,Valve Index VR Kit 2,H466,4,1199,304.3062,563.53,True,Female
16065,16/07/2023,Wed,USA,las vegas,36.1699,-115.1398,Khadijah Rajab,VR Headset,HTC Vive Pro,HTC Vive Pro 2,R236,4,1099,424.6536,374.0996,False,Male
16066,16/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Lama Yasir,VR Headset,Valve Index,Valve Index VR Kit,C780,4,999,690.5088,2157.84,True,Female
16067,16/07/2023,Tue,Syria,aleppo,36.2021,37.1343,Alaa Shwk,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,O755,6,179,28.0672,277.1636,True,Female
16068,16/07/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Husam Alhusayn,Gaming Console,Microsoft Xbox,Xbox 360,A408,5,149,61.0155,93.5571,False,Male
16069,16/07/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Abd Allatif Bikri,VR Headset,Pimax Vision,Pimax Vision 5K Super Plus,O247,6,999,1904.5935,1672.326,False,Female
16070,16/07/2023,Sun,Saudi Arabia,aseer,18.2311,42.5004,Khalil Zaza,Smart Speaker,Harman Kardon,Harman Kardon Allure,K406,3,249,176.8896,78.8832,True,Female
16071,16/07/2023,Tue,USA,las vegas,36.1699,-115.1398,Ibrahim Khayti,VR Headset,Sony PlayStation,PlayStation VR,J302,8,299,164.0613,33.3684,True,Male
16072,16/07/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Esamat Alhiwat,Headphones,Bose QuietComfort,QC45,E715,5,349,335.04,198.93,True,Female
16073,16/07/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Asf Eisaa,Smartwatch,Garmin Fenix,Garmin Fenix 7,Q903,4,699,530.1216,161.0496,True,Female
16074,16/07/2023,Mon,USA,new york,40.7312,-73.9998,Fulla Hamid,Smartwatch,Huawei Watch,Huawei Watch GT 3,J345,3,249,73.206,53.6844,False,Male
16075,16/07/2023,Tue,USA,washington,38.9072,-77.0369,Salim Aleitar,Smart Speaker,JBL Link,JBL Link 500,Y716,5,249,91.7814,214.9617,True,Female
16076,16/07/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Amjad Alqutb,Digital Camera,Fujifilm X Series,Fujifilm X100V,U858,5,1399,1343.5996,315.3346,True,Female
16077,16/07/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Sarah Alkhatib,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,R236,3,1999,446.1768,1859.07,True,Male
16078,16/07/2023,Sat,Saudi Arabia,jeddah,21.4858,39.1925,Amyrah Eubayd,Digital Camera,Canon EOS,Canon EOS M50 Mark II,U290,6,649,255.4464,323.9808,True,Female
16079,16/07/2023,Mon,Egypt,cairo,30.0444,31.2357,Husam Balatah,Headphones,Sennheiser HD,Sennheiser HD 800 S,K315,7,1699,101.94,577.66,True,Female
16080,16/07/2023,Tue,Syria,damascus,33.5146,36.3084,Thayir Hamj,Laptop,HP Envy,Envy x360,J073,4,899,200.5669,436.015,True,Male
16081,16/07/2023,Mon,USA,las vegas,36.1699,-115.1398,Ahmad Khalid,Laptop,Microsoft Surface,Surface Book 3,L427,4,1599,10469.4525,697.9635,False,Female
16082,16/07/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Alaa Abuzahir,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 5,Y998,4,29,11.7711,15.5034,True,Female
16083,16/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Bakr Eaziza,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,B938,3,649,381.612,451.5742,False,Male
16084,16/07/2023,Tue,Syria,homs,34.7326,36.7136,Alaa Abu Ghazy,Smartwatch,Garmin Fenix,Garmin Fenix 7,P344,4,699,663.0714,663.0714,True,Female
16085,16/07/2023,Wed,Egypt,cairo,30.0444,31.2357,Husayn Alhabis,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,J112,3,199,7.8008,25.3526,True,Female
16086,16/07/2023,Tue,USA,new york,40.7312,-73.9998,Muhamad Alghurani,VR Headset,Valve Index,Valve Index VR Kit,J536,2,999,707.6916,404.3952,True,Male
16087,16/07/2023,Mon,USA,las vegas,36.1699,-115.1398,Eala Naqawuh,Smartwatch,Samsung Gear,Samsung Gear Fit 4,E484,7,199,70.2072,185.269,True,Female
16088,16/07/2023,Tue,USA,new york,40.7498,-73.9814,Iin Iibrahim,Digital Camera,Panasonic Lumix,Panasonic Lumix ZS200,U287,7,799,1036.4628,1284.3126,False,Female
16089,16/07/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Amal Alajw,Headphones,Sony WH,Sony WH-CH710N,K315,3,129,14.706,4.902,False,Male
16090,16/07/2023,Mon,France,paris,48.8566,2.3522,Dinana Asamh Tubae,Smart Speaker,Amazon Echo,Echo Show 8,G405,4,129,96.5952,22.2912,True,Female
16091,16/07/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Muhamad,Smartphone,OnePlus,OnePlus 9 Pro,C905,8,899,94.9344,345.216,True,Female
16092,16/07/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Saeadat,Smartphone,Google Pixel,Google Pixel 6 Pro,W207,3,899,24.8124,554.1436,False,Male
16093,16/07/2023,Tue,Syria,aleppo,36.2021,37.1343,Rulaa Alghazi,Smartphone,Apple iPhone,iPhone SE,G267,3,399,132.9468,254.163,False,Female
16094,16/07/2023,Tue,USA,las vegas,36.1699,-115.1398,Abd Alwahhab Zazana,Laptop,ASUS ROG,ASUS ROG Flow Z13,Z612,5,2499,342.8628,367.353,True,Female
16095,16/07/2023,Mon,France,paris,48.8566,2.3522,Rahaf Karishati,Smartwatch,Apple Watch,Apple Watch Series 7,Y716,4,399,250.173,272.916,True,Male
16096,16/07/2023,Wed,USA,new york,40.7128,-74.006,Afra Qarh,Smartphone,Apple iPhone,iPhone SE,J302,5,399,625.4325,636.804,True,Female
16097,16/07/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Muhamad Ghanim,Smartwatch,Apple Watch,Apple Watch SE,J073,4,279,287.2584,314.8794,True,Female
16098,16/07/2023,Tue,Syria,damascus,33.5146,36.3084,Jihad Salhany,Smart Speaker,Google Nest Hub,Google Nest Hub (2nd Gen),P939,5,99,226.1952,625.3632,False,Male
16099,16/07/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Anwar Aljawfani,Digital Camera,Olympus OM-D,Olympus OM-D E-M1 Mark III,V535,3,1999,1187.406,575.712,True,Female
16100,16/07/2023,Tue,Syria,homs,34.7326,36.7136,Emar Rghid,Fitness Tracker,Fitbit Charge,Fitbit Charge 3,B377,4,99,67.4784,49.4208,True,Female
16101,16/07/2023,Tue,France,paris,48.8566,2.3522,Emar Ewad,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,F792,5,299,191.4198,272.6282,False,Male
16102,16/07/2023,Wed,USA,new york,40.7128,-74.006,Ranya Ahmad,Smartwatch,Garmin Fenix,Garmin Fenix 7,W669,8,699,494.0532,383.5413,True,Female
16103,16/07/2023,Mon,Syria,homs,34.7326,36.7136,Saed Alsiraj,Smartphone,Xiaomi Mi,Xiaomi Mi 12,W206,5,799,519.35,703.12,True,Female
16104,16/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Alghan,Smartphone,Google Pixel,Google Pixel 5a,H087,4,499,162.8736,162.8736,True,Male
16105,16/07/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Muhamad Hamdu,VR Headset,HTC Vive Pro,HTC Vive Pro 2,P617,5,1099,543.6753,213.206,False,Female
16106,16/07/2023,Mon,USA,new york,40.7498,-73.9814,Fadi Dwalyby,Smartphone,OnePlus,OnePlus Nord CE 5G,B966,5,349,485.6684,75.2444,True,Female
16107,16/07/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Alrz,Laptop,HP Pavilion,HP Pavilion 15,G289,4,799,3726.8556,6020.3052,False,Male
16108,16/07/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Khalil Alkinaya,Tablet,Samsung Galaxy Tab S,Galaxy Tab S8+,R818,4,749,202.23,310.086,True,Female
16109,16/07/2023,Wed,Syria,damascus,33.5146,36.3084,Bidralidin Hawria,Smartwatch,Huawei Watch,Huawei Watch GT 2e,E166,3,129,105.1092,103.8579,True,Female
16110,16/07/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Biaism Muhamad,Laptop,HP Envy,Envy 15,J212,6,1199,1069.2682,399.5068,True,Male
16111,16/07/2023,Mon,Egypt,asyut,27.1809,31.1837,Hikamat Qisi,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,H547,4,599,199.5868,158.4954,True,Female
16112,16/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Amyrah Shrbjy,Headphones,Sennheiser HD,Sennheiser HD 599 SE,S787,5,199,66.3068,152.1156,True,Female
16113,16/07/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Lbyb Muhamad,Headphones,JBL Live,JBL Live 650BTNC,K315,4,149,339.4965,367.2105,False,Male
16114,16/07/2023,Tue,USA,new york,40.7498,-73.9814,Mahir Alrrashid,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,J730,2,1199,1058.3573,186.0848,True,Female
16115,16/07/2023,Tue,France,paris,48.8566,2.3522,Ahmad Saeadat,Smartphone,Apple iPhone,iPhone SE,Y684,4,399,391.02,66.4734,False,Female
16116,16/07/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Afra Mabrukh,Headphones,Bose SoundSport,Bose SoundSport Free,H520,4,179,104.8224,87.6384,False,Male
16117,16/07/2023,Tue,USA,new york,40.7312,-73.9998,Jawaher Hububati,Fitness Tracker,Amazfit Bip,Amazfit Bip U Pro,C780,7,69,634.8,292.008,False,Female
16118,16/07/2023,Mon,Egypt,cairo,30.0444,31.2357,Hasan Abu Fakhar,Digital Camera,Panasonic Lumix,Panasonic Lumix GH5,P826,4,1299,11094.759,13070.538,True,Female
16119,16/07/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Jamil Alrifaei,Tablet,Amazon Fire,Amazon Fire 7,C793,4,49,114.513,65.6355,True,Male
16120,16/07/2023,Mon,USA,las vegas,36.1699,-115.1398,Mazin Hisan,Gaming Console,Retro Console,Super NES Classic,K081,4,99,79.5564,52.3908,False,Female
16121,16/07/2023,Tue,Egypt,asyut,27.1809,31.1837,Bashshar Sharina,Laptop,Lenovo Legion,Lenovo Legion 5,C377,4,1099,682.2592,106.603,True,Female
16122,16/07/2023,Wed,Syria,aleppo,36.2021,37.1343,Ahmad Alealiu,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,F054,5,349,146.0565,285.6216,True,Male
16123,16/07/2023,Fri,USA,washington,38.9072,-77.0369,Muhamad Almuhamad,Smart Speaker,Amazon Echo,Echo Show 8,K406,7,129,256.3488,286.0704,True,Female
16124,16/07/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Alzaybq,Smartphone,Apple iPhone,iPhone 12,P255,3,899,616.714,255.4958,False,Female
16125,16/07/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Ahmad Hadalah,Gaming Console,Microsoft Xbox,Xbox 360,K044,4,149,20.115,67.05,False,Male
16126,16/07/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Fatima Abunfis,Tablet,Samsung Galaxy Tab S,Galaxy Tab S8+,R252,3,749,384.237,505.575,True,Female
16127,16/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Alaa Almawsiliu,Smartphone,Samsung Galaxy,Galaxy Z Fold 3,U484,5,1799,4971.7164,3437.889,True,Female
16128,16/07/2023,Mon,Syria,aleppo,36.2021,37.1343,Ali Alasfar,Gaming Console,Retro Console,Sega Genesis Mini,Y449,5,79,40.1004,60.1506,False,Male
16129,16/07/2023,Tue,USA,las vegas,36.1699,-115.1398,Muhamad Shaykh Janid,Gaming Console,Nintendo Switch,Nintendo Switch Lite,F376,5,199,23.6412,78.804,True,Female
16130,16/07/2023,Tue,Syria,aleppo,36.2021,37.1343,Limays Sharaf,Laptop,Acer Swift,Acer Swift 3,J940,3,699,212.3562,397.3116,True,Female
16131,16/07/2023,Tue,USA,las vegas,36.1699,-115.1398,Rana Shakir,Headphones,Sennheiser HD,Sennheiser HD 450BT,C854,5,129,33.5916,112.7718,False,Male
16132,16/07/2023,Tue,France,paris,48.8566,2.3522,Sarih Suirkili,Gaming Console,Nintendo Switch,Nintendo Switch Pro,H890,4,399,117.306,179.8692,False,Female
16133,16/07/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Rim Mius,Smart Speaker,JBL Link,JBL Link 500,N664,4,249,201.5904,151.1928,False,Female
16134,16/07/2023,Fri,USA,las vegas,36.1699,-115.1398,Muayid Salah Aldiyn,Headphones,Sennheiser HD,Sennheiser HD 450BT,V535,4,129,50.3874,23.994,False,Male
16135,16/07/2023,Mon,France,paris,48.8566,2.3522,Muhamad Alzzahir,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,J212,4,179,72.9246,138.904,False,Female
16136,17/07/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Ahmad Rinkusi,Digital Camera,Nikon Z Series,Nikon Z50,Y247,5,799,505.2876,713.3472,True,Female
16137,17/07/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Ayham Zazana,Tablet,Microsoft Surface,Surface Pro 7,T332,3,799,280.449,14.382,False,Male
16138,17/07/2023,Tue,Syria,aleppo,36.2021,37.1343,Ahmad Mitri,Smartphone,Apple iPhone,iPhone 12,G405,4,899,647.28,854.4096,False,Female
16139,17/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Jawish,Gaming Console,Nintendo Switch,Nintendo Switch Pro,O111,4,399,160.3182,246.3426,False,Female
16140,17/07/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Darar Qarh,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,M320,4,499,325.7472,397.6032,True,Male
16141,17/07/2023,Tue,Syria,homs,34.7326,36.7136,Rim Darkzifli,Smartphone,Apple iPhone,iPhone 12,U470,3,899,77.6736,103.5648,True,Female
16142,17/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Almisri,VR Headset,HTC Vive,HTC Vive Focus 3,U484,5,799,1518.7392,2001.9744,True,Female
16143,17/07/2023,Tue,Syria,homs,34.7326,36.7136,Ahmad Alhizae,Smart Speaker,Sonos One,Sonos Move,R664,3,399,150.5028,201.894,True,Male
16144,17/07/2023,Tue,Egypt,asyut,27.1809,31.1837,Hanan Shakur,Laptop,Dell XPS,XPS 13,L106,4,1299,374.5017,338.2596,False,Female
16145,17/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Lamia Eali,VR Headset,Valve Index,Valve Index VR Kit,J694,2,999,193.0068,248.1516,True,Female
16146,17/07/2023,Mon,Egypt,asyut,27.1809,31.1837,Bashaer Almunzilijiu,Laptop,Apple MacBook,"MacBook Pro 16""",K492,8,2399,734.094,1209.096,True,Male
16147,17/07/2023,Tue,Syria,homs,34.7326,36.7136,Abdalbasit Sharif Aldaghly,Smartphone,Samsung Galaxy,Galaxy M32,Z227,8,249,2380.8384,1921.8816,False,Female
16148,17/07/2023,Tue,USA,new york,40.7128,-74.006,Tawfiq Jamul,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,E365,4,179,114.5958,109.3869,True,Female
16149,17/07/2023,Tue,USA,new york,40.7498,-73.9814,Muhamad Jawish,Smartphone,Oppo Find,Oppo Find X4 Pro,S691,3,899,794.2665,100.3284,True,Male
16150,17/07/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Aleumurii,Laptop,Microsoft Surface,Surface Laptop 4,F553,2,1299,640.2771,1026.8595,True,Female
16151,17/07/2023,Wed,USA,new york,40.7312,-73.9998,Husayn Almala,VR Headset,Samsung Odyssey,Samsung Odyssey G9,Q149,4,1499,27.8814,892.2048,True,Female
16152,17/07/2023,Thu,France,paris,48.8566,2.3522,Muhamad Almala,Gaming Console,Microsoft Xbox,Xbox Series S,I036,3,299,132.0384,33.0096,True,Male
16153,17/07/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Faras Alqudmani,Gaming Console,Microsoft Xbox,Xbox Series S,B377,5,299,269.3691,204.2469,True,Female
16154,17/07/2023,Wed,Saudi Arabia,riyadh,24.7136,46.6753,Muhamad Dahadal,Smartwatch,Garmin Venu,Garmin Venu 2,H520,4,399,39.102,144.6774,True,Female
16155,17/07/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Ashraf Shakir,Smartwatch,Samsung Gear,Samsung Gear S4,S501,8,349,272.918,173.3832,False,Male
16156,17/07/2023,Sun,Syria,damascus,33.5146,36.3084,Alaa Rghid,Laptop,Dell XPS,XPS 13,U641,5,1299,567.663,913.197,False,Female
16157,17/07/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ayham Mshati,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,Z674,6,299,64.4644,149.4402,True,Female
16158,17/07/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Aylyn Shadi Alghazy,Fitness Tracker,Fitbit Charge,Fitbit Charge 4,H334,3,149,137.1843,12.4713,True,Male
16159,17/07/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Amal Alaleppoy,Smart Speaker,Google Nest,Nest Audio,S319,7,99,53.7768,73.9431,True,Female
16160,17/07/2023,Tue,USA,new york,40.7498,-73.9814,Amani Hadalah,Tablet,Microsoft Surface,Surface Pro 7,F792,4,799,255.7599,496.0192,False,Female
16161,17/07/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Mazin Aywbi,Laptop,Acer Swift,Acer Swift 3,J885,4,699,629.1,390.042,True,Male
16162,17/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Shahad Iybw,Gaming Console,Sony PlayStation,PlayStation 4,O211,3,299,17.7606,210.1671,False,Female
16163,17/07/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Muhamad Alhakim,Smartphone,Apple iPhone,iPhone 12,I876,4,899,696.0058,281.9264,False,Female
16164,17/07/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Omar Alkhatib,VR Headset,HTC Vive,HTC Vive Cosmos Elite,W243,4,899,388.7276,625.3444,True,Male
16165,17/07/2023,Mon,Morocco,casablanca,33.5731,7.5898,Razaan Alahmad,Fitness Tracker,Amazfit GTR,Amazfit GTR 2e,J431,4,99,53.46,89.1,True,Female
16166,17/07/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Kholoud Dabana,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),W243,5,399,624.036,337.7136,True,Female
16167,17/07/2023,Tue,Egypt,asyut,27.1809,31.1837,Muhamad Aldhahabi,Smart Speaker,Amazon Echo,Echo Dot (4th Gen),K081,4,49,21.1288,45.619,False,Male
16168,17/07/2023,Tue,USA,las vegas,36.1699,-115.1398,Lilas Badawiin,Smartphone,OnePlus,OnePlus 10 Pro,U806,4,999,303.4962,352.4472,True,Female
16169,17/07/2023,Wed,Syria,aleppo,36.2021,37.1343,Jihan Naeim,Laptop,Acer Swift,Acer Swift 5,B451,3,999,483.1164,139.3605,True,Female
16170,17/07/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Abd Alrazzaq Damrani,VR Headset,Oculus Quest,Oculus Quest 3,F792,2,599,143.76,327.7728,True,Male
16171,17/07/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Khalil Qisi,Tablet,Apple iPad,iPad Air,R361,3,649,5607.36,467.28,False,Female
16172,17/07/2023,Fri,USA,las vegas,36.1699,-115.1398,Muhamad Rashwani,Smartphone,Samsung Galaxy,Galaxy A52,Z674,4,399,263.4597,152.1387,False,Female
16173,17/07/2023,Wed,Saudi Arabia,riyadh,24.7743,46.7386,Sara Altibae,Fitness Tracker,Huawei Band,Huawei Band 6,H520,4,59,13.57,42.8812,True,Male
16174,17/07/2023,Mon,USA,las vegas,36.1699,-115.1398,Dania Khiat,Headphones,Jabra Elite,Jabra Elite 75t,C192,5,179,164.8948,78.939,True,Female
16175,17/07/2023,Mon,USA,washington,38.9072,-77.0369,Iin Balatah,Laptop,Lenovo Legion,Lenovo Legion 7i,S855,4,1499,1186.7583,1214.0401,True,Female
16176,17/07/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Fulla Zayd,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,F981,4,199,83.0029,54.0484,False,Male
16177,17/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Sarih Eurman,VR Headset,HTC Vive Pro,HTC Vive Pro 2,T132,4,1099,970.0873,618.2974,True,Female
16178,17/07/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Sali Abu Adhan,Headphones,Jabra Elite,Jabra Elite 85t,J345,2,229,68.013,92.9511,True,Female
16179,17/07/2023,Sun,France,paris,48.8566,2.3522,Dima Shams,Laptop,Acer Swift,Acer Swift 5,H320,3,999,1214.784,683.316,True,Male
16180,17/07/2023,Wed,Syria,aleppo,36.2021,37.1343,Rima Aleisaa,Smart Speaker,JBL Link,JBL Link 500,S501,5,249,101.8908,106.5222,True,Female
16181,17/07/2023,Tue,USA,new york,40.7128,-74.006,Batual Nabulsi,Headphones,Sennheiser HD,Sennheiser HD 660S,K406,8,499,276.9949,108.9816,True,Female
16182,17/07/2023,Wed,Saudi Arabia,riyadh,24.7743,46.7386,Ayham Alqasir,Headphones,Sennheiser HD,Sennheiser HD 800 S,C793,4,1699,582.757,466.2056,True,Male
16183,17/07/2023,Tue,Egypt,asyut,27.1809,31.1837,Sali Klizli,Laptop,HP Pavilion,HP Pavilion 15,Z542,4,799,318.801,690.7355,True,Female
16184,17/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Lwna Sariji,Smart Speaker,Apple HomePod,Apple HomePod,A058,3,299,171.4466,61.8332,True,Female
16185,17/07/2023,Wed,Syria,aleppo,36.2021,37.1343,Hanan Almaghribiu,Headphones,Sennheiser HD,Sennheiser HD 660S,B392,5,499,348.0525,185.628,True,Male
16186,17/07/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Ghalib Altuean,Gaming Console,Sony PlayStation,PlayStation 3 Slim,Z409,7,199,73.431,100.296,True,Female
16187,17/07/2023,Tue,Egypt,asyut,27.1809,31.1837,Abd Alruhmin Alnuwnu,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,H130,3,199,223.9148,274.1026,True,Female
16188,17/07/2023,Tue,Syria,aleppo,36.2021,37.1343,Saed Alyaghshiu,Laptop,Acer Swift,Acer Swift 5,Z502,3,999,527.472,383.616,False,Male
16189,17/07/2023,Mon,USA,new york,40.7128,-74.006,Ali Salim,Fitness Tracker,Huawei Band,Huawei Band 6,C787,3,59,48.2856,51.0291,False,Female
16190,17/07/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Husam Dw,Smart Speaker,Google Nest Hub,Google Nest Hub (2nd Gen),U806,4,99,40.095,23.166,True,Female
16191,17/07/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Eala Ziada,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,G557,7,1199,7473.1272,1128.0192,False,Male
16192,17/07/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Iin Dahman,Headphones,Anker Soundcore,Anker Soundcore Life Q35,L700,5,129,230.0844,37.926,True,Female
16193,17/07/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Muhamad Eazu,Gaming Console,Sony PlayStation,PlayStation 4 Slim,F650,3,299,559.728,645.84,False,Female
16194,17/07/2023,Tue,Syria,aleppo,36.2021,37.1343,Ghazal Shams,VR Headset,Samsung Odyssey,Samsung Odyssey G9,L295,3,1499,26.982,1011.825,True,Male
16195,17/07/2023,Tue,Syria,damascus,33.5146,36.3084,Ismaeil Alqudmani,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,F693,4,499,908.9784,495.8064,True,Female
16196,17/07/2023,Mon,USA,new york,40.7498,-73.9814,Emar Kafa,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,F376,5,199,72.5952,106.9824,True,Female
16197,17/07/2023,Mon,Syria,damascus,33.5146,36.3084,Dalia Amir,Gaming Console,Microsoft Xbox,Xbox One X,Y692,4,299,278.369,219.765,True,Male
16198,17/07/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Maya Alhuri,Laptop,Lenovo Legion,Lenovo Legion 5,J112,7,1099,1798.8432,1757.9604,False,Female
16199,17/07/2023,Tue,Morocco,casablanca,33.5731,7.5898,Ailya Dahbur,Gaming Console,Sony PlayStation,PlayStation 4 Pro,J759,5,399,356.2272,130.2336,True,Female
16200,17/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Faras Alshulyan,Smart Speaker,Sonos One,Sonos Move,B377,5,399,363.6486,111.321,True,Male
16201,17/07/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Ali Iidris,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 5,U360,2,29,15.66,3.654,False,Female
16202,17/07/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Zakarian Shwk,Tablet,Lenovo Tab,Lenovo Tab P11 Pro,H520,3,499,46.407,733.2306,True,Female
